gene,log2_fold_change,p_value,padj
LOC729603,-0.28402700200811615,0.014556733029878042,0.16469088861674108
PLXDC1,-1.0182138801079736,0.014562399624317934,0.16469088861674108
TRIB3,-0.9143139723698721,0.014593318220745694,0.16470916340999733
MAMSTR,-0.731838023457412,0.014587412879126694,0.16470916340999733
LOC145837,-0.03965037039605239,0.014621256182177864,0.16494098182607964
HOOK2,-0.22661283714099856,0.014628031903451568,0.16494098182607964
ADIPOR1,0.3574244027835167,0.014699189179610826,0.16566306526735242
TMEM43,0.36025881515102576,0.01470747790030462,0.16567625032613237
CUBN,-0.19446776822077463,0.014725836763203295,0.1658028055104162
MPV17L2,0.38967990671625774,0.014769465782073445,0.1660530324377755
HSF1,0.40040333084772506,0.014766186380539609,0.1660530324377755
PDS5A,0.24331185632516483,0.014760481194979372,0.1660530324377755
HPS6,0.3985998097484038,0.014794476885219272,0.1660935169077222
SOBP,-0.6679723032983562,0.014791621401553668,0.1660935169077222
SNHG1,-0.19089882121926927,0.014786645592773585,0.1660935169077222
SLC4A4,-0.50021397636911,0.014811722467745625,0.16619550633538868
DAZAP1,0.26491063128660564,0.014817843666305655,0.16619550633538868
MYH1,0.01188150626402229,0.014825243486093338,0.16619840638335753
DNAJB13,0.050879954534546565,0.014837758595898873,0.16620821132050836
NFKBIA,0.7801528637006885,0.014840401457655498,0.16620821132050836
GUSBP2,-0.33408143399314794,0.01484862248668861,0.1662202939551246
HBA1,-1.0030578708842708,0.014878782016856286,0.16647783359533477
FAR1,0.2770676114950188,0.014919617354675823,0.1665344147220002
IARS,-0.6362739795828896,0.014912625055478246,0.1665344147220002
TECPR2,0.23756251501885117,0.014905597020761687,0.1665344147220002
PLK2,-0.8820568882567601,0.01490054583242555,0.1665344147220002
AARS,-0.5590912735448139,0.014912557012694456,0.1665344147220002
GPX4,-0.36280891219179345,0.01493155911579959,0.16658781174592707
COPS3,-0.24024245520863197,0.01494334411653858,0.16663940949889908
ATF7IP,-0.41361237858850863,0.014966170663405581,0.16681253559101966
DNER,0.17406984990586588,0.014980372078598854,0.16681253559101966
BUD13,-0.22368542706677852,0.014976758857637986,0.16681253559101966
SMC4,-0.413755932362307,0.014995934439949558,0.16689824480481216
PACSIN3,-0.2677794471964403,0.01500567114691897,0.16689824480481216
TRAPPC11,0.37413887426226067,0.01500958305231263,0.16689824480481216
CYFIP2,-0.6778676308173306,0.015079322033221572,0.16753864443448085
BMS1P4,-0.29224171166214785,0.01508644911486368,0.16753864443448085
CMTM4,0.5968308539489984,0.01508877234282954,0.16753864443448085
SNX4,0.19042095894959132,0.015147069069441996,0.16810574079786533
ZFHX2,-0.13031364042208615,0.015174946663141967,0.16833485876611198
NAA25,0.14342198857892585,0.015186709079933112,0.16838507880766238
ZSWIM3,-0.3348470836563069,0.015207289716415261,0.16853297789053923
SMG5,0.3140167967879801,0.015240841093928814,0.16868688100390833
CCDC102B,-0.7014397522215302,0.01523803530685906,0.16868688100390833
PDLIM1,0.7559703001573252,0.015242921443355786,0.16868688100390833
FAM180B,-0.18864048514722936,0.015250848828208548,0.1686943939063201
NUP188,-0.2735602158928927,0.015285418920240674,0.16887007622903424
FNBP1,0.7857341302578043,0.015293253024521855,0.16887007622903424
EID1,-0.14975999118587513,0.015280760293193328,0.16887007622903424
NCS1,-0.4334685972637309,0.015295755626296748,0.16887007622903424
TLE3,-0.34819966796551505,0.015323389509454489,0.1690949473938048
SGCD,-1.0515410110799959,0.015359493895093165,0.16941303384857972
NXPH4,-0.4020815198296155,0.015377559056950913,0.16953194312288897
IFT27,-0.2532463400172653,0.015386804153447627,0.16955354785188761
GPRIN1,-0.21844499331645284,0.01541250728035948,0.16959587798383272
SPRYD7,0.5238333566150295,0.015411921355329499,0.16959587798383272
TMEM116,-0.4073112437324564,0.015402984037986421,0.16959587798383272
IL17RA,0.37892928227009914,0.015423152021546782,0.16963280576439427
NT5C1B-RDH14,-0.2671474967456867,0.015441394150037617,0.16967307179123017
ITM2B,0.5251098086958397,0.015435163112858643,0.16967307179123017
PANK2,0.19050539096913655,0.015472881622659947,0.16993882680706227
UBE2D2,0.26468435040961236,0.015508942146785679,0.1702545332934637
UGDH,0.4072496161721393,0.015541815046914731,0.17038941631554783
CBFB,0.41639546568189534,0.015534891761450636,0.17038941631554783
HLTF,-0.2232318754431768,0.015546578666724764,0.17038941631554783
IRS1,0.7038462511990873,0.015550514340833738,0.17038941631554783
GPSM1,-0.3838339221751319,0.015570372452180938,0.17044650897441532
C11orf30,-0.21878873295291346,0.01556895856499623,0.17044650897441532
PGAP2,-0.27683930479066365,0.015585934098109688,0.170456505763772
GPR137B,0.5054348131385047,0.015582659231002181,0.170456505763772
LOC729177,-0.5516439611922972,0.015600843052023573,0.1705004164854948
RAB35,0.39979249218487567,0.015615297793291733,0.1705004164854948
ACADS,0.9280491522048093,0.015618514324742152,0.1705004164854948
CEP170,-0.4489224229116342,0.015619253553348296,0.1705004164854948
LMLN,-0.23100355620324886,0.015627900560607123,0.17051482876090462
PHOSPHO2-KLHL23,1.03083534018095,0.01564332341734077,0.17060312366062405
C16orf57,0.3271498756942215,0.015665087693830654,0.17076046177916665
CENPO,-0.23293395736471356,0.015673617765559845,0.1707734579858962
CRTC2,0.30665522075727747,0.015695760819280976,0.17093469421952556
LOC145663,-0.18355148529029947,0.015703128563115305,0.17093494436360268
FBXO32,1.0339849445077904,0.015712124524179492,0.17095290979487113
PIK3R1,1.4864814970661007,0.01574755688097288,0.17125836041629994
EPN2,0.36224617918004576,0.01575808820988164,0.17129284769200157
LIMS2,1.2664021903987983,0.015791006331575,0.1714904761338054
CAPZA2,0.23367770782818376,0.015784234876418217,0.1714904761338054
ELAC1,-0.21865587501603612,0.015828076339950092,0.17181047117375348
C18orf25,0.16003677631251856,0.015853467439360572,0.17181047117375348
ITGA10,2.0109629022890325,0.015851881215953625,0.17181047117375348
GLUD1,0.2696258526363797,0.015857383752899173,0.17181047117375348
PDGFA,0.3139641704993277,0.015837833865000244,0.17181047117375348
BDH2,-0.332467234938302,0.01587512443293961,0.17192264817487368
ARF3,0.2250985533547034,0.01588301259050843,0.17192807070646635
CXXC5,-0.5826795278366235,0.01589494673281603,0.1719772642086599
PART1,-0.13294766289054089,0.015974449676090755,0.172276815251001
HS3ST3B1,0.6058431734038519,0.01595666997508777,0.172276815251001
ENOX2,0.4130257795813215,0.01597161208001936,0.172276815251001
KIAA0825,0.1528371581614013,0.01596092473937588,0.172276815251001
NOP14,0.2266339451994943,0.015943063262639275,0.172276815251001
PLEKHA3,0.3747129804415916,0.015944830952877402,0.172276815251001
FAM100B,0.7387093818244037,0.015958578657233657,0.172276815251001
SNORA8,0.9268126341147198,0.0159826150346419,0.17228503923169103
PHC1,-0.3629429366856072,0.01604789078474882,0.17270027122631731
PRKAR1A,0.24916000465462762,0.016058238599826007,0.17270027122631731
C2CD2,0.9835947373375191,0.0160429521508466,0.17270027122631731
SNX11,0.38362864156439125,0.016055797245798212,0.17270027122631731
TPX2,-0.6171090226112819,0.01605620850666245,0.17270027122631731
PPP4R1L,-0.145905289273478,0.01608791805972771,0.17285970314129406
SCN10A,0.019341187743737467,0.016084565453322767,0.17285970314129406
KCNS3,0.728493883735823,0.016165455164096388,0.17345257631812597
LGALS9,-0.4394813197944073,0.016161871681791166,0.17345257631812597
NOVA2,-0.033727195773221516,0.0161552830834399,0.17345257631812597
RASAL2,0.4272316215077496,0.016181116985374396,0.1734606796870651
DPM3,0.46799197900120415,0.016179586140535822,0.1734606796870651
PROX2,-0.18125192769822257,0.01618985870011028,0.17347448504957025
VEGFA,-1.2140118846095524,0.01620110486025411,0.17351510051205424
TMEM93,0.2966361026497353,0.016213943915339958,0.17357273079195348
TCEB1,0.2526367750268319,0.016240107896990184,0.17359242070005296
HEG1,0.7310559627894104,0.016238046173612165,0.17359242070005296
SFXN5,-0.30492282794691006,0.016236234309193943,0.17359242070005296
CAV2,0.5915700841059337,0.016245619055760552,0.17359242070005296
NFKBIZ,0.45785672205290373,0.016254797114733776,0.1736107816664521
OLFML1,-0.962079279054735,0.016319467932910503,0.17422154917551658
LEPROT,0.3579720270871203,0.016354677553855144,0.17442281295792955
RHOJ,-1.096707613841727,0.016371654273608604,0.17442281295792955
GNB1,0.1819088271074456,0.016346155786122977,0.17442281295792955
FAM102A,-0.8542715592026742,0.016379944559537996,0.17442281295792955
SYNJ1,-0.30822308589918257,0.01637872115971303,0.17442281295792955
ARHGEF3,-0.8366835005292539,0.016383288322349247,0.17442281295792955
EFR3B,-0.2441508441626401,0.016415979683917777,0.17469094429987125
ZBED1,0.21807787818961,0.016459664279495953,0.17507576178094575
HNRPLL,-0.26085678522811273,0.01647693551697728,0.17512718727381463
ZCCHC3,-0.22031159607452366,0.016479548838983116,0.17512718727381463
TET2,-0.3030543152569236,0.016495440416832326,0.1752160587954992
ACBD6,-0.3445108874295313,0.01653367566875138,0.17554207748122758
ARHGAP29,1.1342808973345186,0.016543922114170377,0.175570770343405
EAF2,-0.25344799797701284,0.016614261586360167,0.17607637062812392
KIFAP3,-0.31580286452020134,0.016612417655040044,0.17607637062812392
B4GALNT4,-0.3904474653769525,0.01659955994203784,0.17607637062812392
NBN,-0.26410604123145465,0.01663167242090889,0.17618066101584554
KLRAP1,-0.322248020909379,0.01664575264210605,0.17624959110087993
NUDT22,0.35075813694185287,0.016667855698439166,0.17632318439535213
FOXN3,0.39040800553377153,0.016665134119258802,0.17632318439535213
FMNL3,-0.23733285108775903,0.016686167819730622,0.17643670316610213
FAM3A,0.22414038495599442,0.01672908678981573,0.17681018930943757
NRBP2,0.46354023954768575,0.016742900757322234,0.17687586442358616
BRP44L,0.40302987113956146,0.01678705236554042,0.17726182835899376
MLH1,-0.30681386270165323,0.016811584072524244,0.17743431794432565
FLJ43681,-0.24505920851122265,0.01681863555988409,0.17743431794432565
HAUS5,-0.39473205958043445,0.01683310307253122,0.1775064829211686
RAD21,0.5011141785624966,0.016843913469152566,0.177539012689797
FAM86EP,-0.43323095830283587,0.01685144498052514,0.177539012689797
CILP,1.195047505582425,0.01688923221489194,0.17764680587892587
SLC38A1,0.770492391473554,0.01688935768984234,0.17764680587892587
NBPF3,0.40050235645034205,0.01688495036211552,0.17764680587892587
INTS4,-0.18830461209214544,0.016892209058138742,0.17764680587892587
INPP5K,0.4788873480022686,0.016997502818023282,0.17779005981296891
HSPA2,1.974241445391961,0.016947904286404712,0.17779005981296891
MCM2,-0.47808419434545213,0.016972965852616945,0.17779005981296891
FZR1,-0.23327924136123412,0.016993838746160884,0.17779005981296891
KCNJ8,0.6785356750209575,0.01695561366052269,0.17779005981296891
BAZ2B,-0.3201813393961044,0.016985799598576944,0.17779005981296891
SLC27A4,0.3798271618156197,0.016993415700499753,0.17779005981296891
GPCPD1,-0.4226714554885356,0.016916287662339328,0.17779005981296891
HMGN4,0.29513773485995376,0.016992318189604727,0.17779005981296891
MEF2D,0.3448295272095798,0.01693103014118627,0.17779005981296891
SLC15A3,0.2570938134518652,0.0169572757135245,0.17779005981296891
RASSF3,0.37280547017399535,0.016950941263914353,0.17779005981296891
H2AFJ,0.696514706854237,0.01704080421205545,0.17800297864774078
ACOT1,0.6712845852909797,0.01703995707490078,0.17800297864774078
FAM216B,-0.09735023724998876,0.017036645273939992,0.17800297864774078
LOC653160,-0.2455524771506179,0.01706182028625199,0.17810326633673906
LCOR,0.14293905679075447,0.017067400996121897,0.17810326633673906
CCNL2,0.31393459776491817,0.017073363433904733,0.17810326633673906
ZNF668,0.32036556522709825,0.01710396404041977,0.17818288053388065
C19orf44,-0.2016788820494635,0.01709949495736155,0.17818288053388065
METTL3,0.2550631871415616,0.01709953595551564,0.17818288053388065
KCNF1,-0.14877631741657227,0.017122613307051917,0.17829735100448288
ZSCAN29,-0.19871470393953317,0.01714449218412849,0.17842034483275573
LIN9,-0.2908745114534259,0.017149757718853374,0.17842034483275573
PHB,0.19746398746628646,0.017168660207368056,0.17853718901075816
CCNDBP1,0.4563938680868027,0.017183537183944393,0.1786120861464662
LOC653501,-0.21450612664450203,0.01720682616351738,0.17861483733431757
ZNF643,-0.3658508922910455,0.01720654750100786,0.17861483733431757
PISD,0.36680773904819386,0.01720483962642437,0.17861483733431757
CD302,1.6052449817702863,0.017234541841512428,0.17874308925023116
KIF1C,0.5000498095018786,0.017230962482084815,0.17874308925023116
CRIM1,1.044772719711304,0.01729260587817292,0.1788896747773179
NME9,0.1613121347953109,0.017294795181066698,0.1788896747773179
C14orf93,-0.3042910288751919,0.017270989636566765,0.1788896747773179
GBF1,-0.09435308083329108,0.01728524871893494,0.1788896747773179
DLEU2L,-0.18906316537441042,0.017276476493723405,0.1788896747773179
HMGN1,-0.5503788984460574,0.017268955808818896,0.1788896747773179
GUSBP3,-0.4002261795562083,0.01730288418782099,0.1788938354967383
LRRC49,-0.4949458048442601,0.01732977290164414,0.1790127850599042
CETP,-0.10848273799719221,0.01732712452909853,0.1790127850599042
AP3M2,-0.35066163269169026,0.017342764752135673,0.1790675084633778
KLF5,1.479863558110714,0.017362814971781267,0.17911118577421703
C17orf64,-0.06961131949918722,0.017365182785479563,0.17911118577421703
BIN3,0.2598338544770713,0.01737008319908941,0.17911118577421703
AHCTF1,1.1083965991191382,0.017393050824967577,0.17926858806442444
PGAM5,0.22995276392704467,0.017420421687044694,0.17939180262061558
RGS14,-0.30746026913579083,0.0174185140462991,0.17939180262061558
SH3BP5,-0.8502819576019709,0.01744829843235091,0.179599402660815
DGCR6,0.8541087058472503,0.01748494547187287,0.1798970539199369
RAB21,0.16924517459293398,0.017500983739873865,0.17998249870883096
ZNF655,0.15902832574006354,0.017526414504514642,0.18016441906518077
CES3,-0.1281099419897846,0.017583566389972695,0.18067211505246558
MRPL14,-0.4556811415715325,0.017595603705652937,0.1807160128162669
ZCCHC7,-0.3187487442497061,0.017692516331729163,0.18129565708419515
PSEN1,0.49483920131060355,0.01769878111525336,0.18129565708419515
ANO10,0.3733169218836645,0.017673717930192845,0.18129565708419515
FJX1,0.4484955206596093,0.01768746070693883,0.18129565708419515
LOC100506714,0.6224339177006155,0.017671733466103564,0.18129565708419515
ZNF238,-0.24769035928305527,0.017684277188986682,0.18129565708419515
DZIP1,-0.3656414695287826,0.017724381570859652,0.18147801684936943
TSNAX,0.17241718159239383,0.017779396568473174,0.18180136042973472
PLK4,-0.15539731176524085,0.017767070473397244,0.18180136042973472
GALNT10,0.4473666019665963,0.01777576998006292,0.18180136042973472
MARS,-0.3438342146666349,0.017806526401478874,0.1818390912424826
ZNF304,-0.12029408862872115,0.017793881660469215,0.1818390912424826
CCDC71L,0.9810795709693956,0.017805214926770178,0.1818390912424826
CMAS,0.30979904261324753,0.01781965954005291,0.18189339319107517
THYN1,-0.27945563706545506,0.017831655237099137,0.18193604223279625
ZFP36L1,-0.6485998664959238,0.01784539966615388,0.1819964883568796
C11orf45,-0.265749293776924,0.017865641372487657,0.18212311505120685
DDHD1,-0.11005389720161185,0.01789447969729119,0.18222549082753606
THAP7,-0.3329895487527885,0.017899173807921085,0.18222549082753606
IL17RB,-0.5572460449716348,0.017895839513467102,0.18222549082753606
DOT1L,0.2051447656196712,0.01791822303776818,0.18225996711450126
FOLR3,-0.6360305724618771,0.017914651618513473,0.18225996711450126
TGFB2,-0.9518655834477467,0.017939251767694828,0.18226870677529036
C16orf53,-0.3708577107515647,0.017950409312463608,0.18226870677529036
NUDT16L1,0.350695311020802,0.017944435969344415,0.18226870677529036
C9orf114,0.16484898088979127,0.017939342309063116,0.18226870677529036
PARVA,0.43786826273098267,0.01798387915370272,0.18252892260973544
CNOT8,0.5785766434550292,0.0180154062191394,0.18260999518206936
PSMG4,0.3417730002259618,0.01800835720068602,0.18260999518206936
IFI16,-0.4730548189089294,0.018011330697442915,0.18260999518206936
MAMDC2,2.1551195163245986,0.018032510973394474,0.1827037996882062
SNX15,0.2315527006029856,0.01806379135299394,0.18282019718312006
LOC148189,-0.18659176734452454,0.018068931442698135,0.18282019718312006
KIF23,0.20958981252268583,0.018083276497037015,0.18282019718312006
GNRH1,0.44634675467087703,0.018063645852048768,0.18282019718312006
MRGPRF,0.5336037057923102,0.018081482858368938,0.18282019718312006
FAM73B,0.33107008645966873,0.018092384474845152,0.18283285448678735
PRELID2,0.5006774849282287,0.018115546402980156,0.18296855340593143
TOX,-0.4077088639607316,0.01812153635546221,0.18296855340593143
MBTD1,-0.24257892676508663,0.01813892268972792,0.18306467812577532
MNS1,-0.3946577874462349,0.01819640815407837,0.18347042332930555
JMJD5,-0.2566114246780413,0.01820712279720955,0.18347042332930555
PPP2CB,0.5478548489592479,0.01821065947195015,0.18347042332930555
ANKRD45,-0.4230847900969033,0.018199301577655272,0.18347042332930555
P2RY11,0.7059810321875941,0.018246938269748582,0.18375638007436554
CDK17,-0.2637748676918479,0.018270848914536588,0.18383807470298746
ATXN7L1,-0.22323752453471268,0.018264198444407884,0.18383807470298746
ZFAND1,-0.2440071089802096,0.01831733081454612,0.18390821399781357
IRAK3,0.7768516048599561,0.018295583036243606,0.18390821399781357
GSTA4,-0.6690713236891441,0.0182872258499781,0.18390821399781357
NAB1,-0.3908247852406821,0.018311273604674924,0.18390821399781357
LLGL1,-0.4208468820351028,0.018312796332727664,0.18390821399781357
EXOSC9,0.5961895677379951,0.018333368008636265,0.18398985496549883
SLC30A7,0.2670447581090589,0.0183579687959752,0.18405204119981664
ZNF846,-0.22544853021957656,0.01840778198043949,0.18405204119981664
TMEM33,0.24847862612897575,0.018442179128464464,0.18405204119981664
PDSS2,-0.1657587158663829,0.018380107470178684,0.18405204119981664
ZCCHC9,-0.32303057180653916,0.01837143480741474,0.18405204119981664
NUP85,0.19116585185406088,0.01839479373473855,0.18405204119981664
RORA,0.36196100639368023,0.01837709043894099,0.18405204119981664
FRYL,0.3104960930581582,0.01844237356928511,0.18405204119981664
TMC2,0.5194878780908404,0.01843822786434141,0.18405204119981664
KLC1,0.23732297276323688,0.018430522753721732,0.18405204119981664
FLJ35776,0.3567228350515719,0.018421784773918023,0.18405204119981664
WDR27,-0.36901222013873825,0.01835808236124521,0.18405204119981664
RRAS2,0.663574947346965,0.018403624929052724,0.18405204119981664
GIPC1,0.25730271147942574,0.01846905128555764,0.1842392758546005
MRC1,0.024829186438313503,0.01848549794690408,0.18432433321263866
COL11A1,1.4467022222115582,0.01854836430350319,0.1848719839123896
SERBP1,0.4273885608910373,0.018566162148037038,0.18497015910585018
BATF3,1.0371897843576914,0.018593405606056268,0.1850039883154115
SCRN1,0.4270887963104748,0.018583115464566122,0.1850039883154115
MTFR1,0.38035136637026135,0.018587484994606298,0.1850039883154115
EFHD2,0.39529391152657567,0.018629962323470386,0.18527696155526135
TUSC2,0.23079516033707526,0.018636762213761305,0.18527696155526135
RHEBL1,0.528507294890151,0.018673039981385066,0.18555835161689782
GFRA2,-0.041018346255121164,0.01870627933722913,0.1857300507744597
SLC25A43,0.4484572603027486,0.018705353839689937,0.1857300507744597
AGSK1,-0.4363649183501076,0.01873947280557142,0.18590100196251647
CIDEC,1.2575919995596447,0.01873296087149495,0.18590100196251647
DNAJA1,-0.30078557147012663,0.018756466534211886,0.18591109269621517
CLSPN,-0.20219664197850296,0.0187502665831698,0.18591109269621517
ACTA2,1.1493313583103202,0.018889474274069652,0.18707009990656298
GET4,0.14488544429453043,0.018887476142552134,0.18707009990656298
LRPPRC,-0.13125062482944472,0.01891361830178949,0.18722953583051755
HMOX1,-1.2369127090460568,0.01893145118734902,0.18724677581095356
PRTFDC1,-0.4075688976374887,0.01893051773048522,0.18724677581095356
CNIH,0.42927548370264557,0.018939597448086792,0.1872477703523041
BCL2L2,0.37287676322857255,0.01895223148427139,0.18729311394201617
DFNB31,-0.47746842743765683,0.018972554934077603,0.1874143764774143
ZNF780B,-0.2271091790463522,0.019010825770164285,0.18763314170866555
FAM205A,-0.04150830027580578,0.019008359568489102,0.18763314170866555
PFKM,-0.20997223943818355,0.019023383293238112,0.18767749020073363
ATP6V0B,0.42199487514687295,0.019103533587785784,0.18797250261023543
SNX33,0.350633959888623,0.01910982431039475,0.18797250261023543
SAP18,0.1688533632069582,0.019086658717063457,0.18797250261023543
SERPINB9,0.4462735060066767,0.019070804948431982,0.18797250261023543
PLOD3,0.3063165922819042,0.01910097027083684,0.18797250261023543
MOV10L1,-0.4683061847940182,0.01910444364684048,0.18797250261023543
ZNF260,-0.3647183399979599,0.019067412726702,0.18797250261023543
TRIM5,-0.5822390066132246,0.01911855987422903,0.18797897927880533
MGC16703,-0.25084515249094747,0.019132747035473522,0.1880390294580132
SELO,0.45085637362577335,0.019141299562809206,0.1880436744302485
PRODH,1.5972390603740594,0.01919465444256727,0.18809144961762866
TM2D1,0.656031376463531,0.01916062814918245,0.18809144961762866
LRRN3,-0.5284732620226793,0.019162476532782375,0.18809144961762866
SPECC1L,0.3726601636972058,0.01919327275908297,0.18809144961762866
PACS2,0.09702200278234274,0.01917616726635166,0.18809144961762866
LRRC27,-0.3253256451446349,0.019194349057593037,0.18809144961762866
TCTEX1D2,0.2652527934959026,0.019207172445069632,0.18810433574785346
KANK1,1.0769606268802794,0.01921213449373298,0.18810433574785346
PPP6R3,0.14607373524318001,0.019223941354020474,0.18814078516909946
MED10,0.23921413931323965,0.019233542685562106,0.18815562796178517
LOC388152,-0.614518999347426,0.019340769742233144,0.1882915625607246
UBE2L3,0.16151606843914124,0.01926184793132387,0.1882915625607246
ZNF235,0.1125611960833377,0.019315509810341993,0.1882915625607246
GALT,-0.3710994394131024,0.019363056470488783,0.1882915625607246
ARMCX2,-0.3887168787293085,0.019317756982958435,0.1882915625607246
PPP4C,0.20736838090368792,0.0192648855192086,0.1882915625607246
RSC1A1,0.6392221868222678,0.01936879649251814,0.1882915625607246
GMPS,-0.10626048306720559,0.019355074224145227,0.1882915625607246
SIRT4,-0.30409582319547246,0.019297642874464904,0.1882915625607246
AIF1L,-1.2173949474918553,0.019285587813119717,0.1882915625607246
ARHGAP31,-0.4550956090232441,0.01935301691636789,0.1882915625607246
LRRC37A3,-0.23471936771582635,0.019354956096540983,0.1882915625607246
UBQLN2,-0.10893808474612143,0.019336223775880533,0.1882915625607246
IZUMO4,0.6304882025259162,0.019289948298917788,0.1882915625607246
SLC38A5,-0.8731442515595433,0.019364518960880935,0.1882915625607246
HIBCH,-0.3031123526855186,0.019382659959110708,0.18834765980308288
ACTR2,0.29711966151520475,0.019459874964645484,0.18889848336181397
ARHGAP32,-0.21156915288229472,0.019463694543102733,0.18889848336181397
RAB11FIP3,0.47447459590548924,0.019457151320758394,0.18889848336181397
UBE2N,0.28387951745322404,0.019511802299331547,0.189001072178581
ZNF17,-0.17219138748709373,0.019500917646727716,0.189001072178581
ZNF157,-0.12515104445867306,0.0194969402112957,0.189001072178581
APEX2,-0.16137231329184054,0.019514870297990383,0.189001072178581
PNPLA8,0.49274225894374357,0.019500050471104778,0.189001072178581
ARID2,-0.1852407202719295,0.01953109623066118,0.18907953518143827
FER1L6,-1.6112767538897397,0.01954143533838164,0.18910096658218542
GCDH,0.3621908302617829,0.019560941776952584,0.18921105485245948
SHPRH,-0.24035661219615978,0.019587666672124658,0.18939084605748116
GARS,-0.3269701817236488,0.019608364770410773,0.18951223974325995
KLHL25,0.4027180817273859,0.019618472677501962,0.18953122234267464
SYT7,-0.49085593354731616,0.019688522096010224,0.1898516259696276
MEST,-1.7277620855562006,0.019692425776250636,0.1898516259696276
C3orf71,-0.29736440295981015,0.019669113003497312,0.1898516259696276
TBCB,0.2707643018085104,0.019663641915409497,0.1898516259696276
TBX3,-0.40449421254693974,0.019691925966160425,0.1898516259696276
ME3,-0.5098019482390654,0.019709381727901102,0.1899364144734751
TICAM1,0.2779900964073625,0.019721988909339537,0.1899792416751072
FAM131C,0.09492850458991595,0.019733052443300217,0.19000716984399088
FAM174A,0.39300037637529917,0.01976665126704179,0.19025197474684186
VPS37D,-0.3185031522144528,0.019788797972708598,0.19035120692976087
LINC00340,-0.5415428947375585,0.019793319330125955,0.19035120692976087
TMEM218,-0.1672554896747358,0.01984099739431146,0.19059002423687738
SERPINH1,-0.6888035903020198,0.019842720264940227,0.19059002423687738
RPL26L1,0.31492178191269105,0.019834441745209406,0.19059002423687738
GPR125,-0.6922683021999583,0.01987051795355627,0.19077828561597154
RAB1A,0.19472775142979515,0.0199092804591405,0.19107162231982552
KBTBD13,-0.024020233728925845,0.019928527812969034,0.19117750527255908
NUMB,0.19602166302788326,0.019945294559446887,0.1912595139192449
ZNF618,-0.487009316506235,0.019963609226159532,0.1912775123591646
ARL17B,-0.4234511956784497,0.019955677538291024,0.1912775123591646
ATAD3C,-0.07122310916063446,0.020002971212150073,0.19157578148986362
PTBP1,0.34856024748231285,0.02003691407555137,0.19166424220316772
MDH1B,-0.30381216217584,0.020025593195437532,0.19166424220316772
SLC31A1,0.38013878906909015,0.02003251517337539,0.19166424220316772
ZNF572,-0.21760008471865,0.02005245754725455,0.1917341185280424
ZCCHC11,-0.27444717421886544,0.02011320547350559,0.19219738644697118
MFHAS1,0.3343109259174073,0.02011742505842916,0.19219738644697118
CCDC137,0.29861480412378016,0.020129379995553576,0.19223268799200588
FPR1,0.3354633194146363,0.020139447919560228,0.1922499472649406
LARP4B,0.5375749492986301,0.02015827793316344,0.1923508004667949
FAM177A1,0.437529587737413,0.020181005948401054,0.19248875058899087
ARID5A,0.6442400973884443,0.02020423312801406,0.19250286710315034
ABHD13,0.260239338938526,0.02019989852422611,0.19250286710315034
B3GALT4,0.3004579766316178,0.020207300491255804,0.19250286710315034
TAF1A,-0.37127224772420053,0.02025120686303353,0.1928422002141487
SAA1,0.59432090991853,0.020270728257732396,0.19294914467983887
COMMD3,-0.21551608697975588,0.020332245148628338,0.1929615568294482
GPRC5B,1.6725624892103426,0.020338362003292934,0.1929615568294482
ERAL1,0.17601745302655747,0.020302819769698593,0.1929615568294482
SBDS,0.3841754198036984,0.020307505640006798,0.1929615568294482
GOLGA6L9,-0.11206137633381419,0.0203241809847314,0.1929615568294482
NEGR1,1.2879938763480316,0.02030189837588028,0.1929615568294482
RASSF1,0.5024605968245242,0.020332679669513912,0.1929615568294482
PTCD2,-0.2505875453990698,0.020332008405779797,0.1929615568294482
ORAI2,-0.4292005303831823,0.020402818329606137,0.19339578485339748
PRDM2,0.2218649261252117,0.020411249799548316,0.19339578485339748
GALNT4,0.18803878798890183,0.020425679507139218,0.19339578485339748
LOC401127,-0.08734882185429961,0.020417838876777505,0.19339578485339748
ZNF155,-0.28931861160455785,0.020407301146163816,0.19339578485339748
LRRC17,-2.228088731779927,0.020459270296135434,0.1934518862489891
CLEC7A,-0.06592347850858901,0.020446572930143236,0.1934518862489891
PCDHGC5,-0.4744380273725848,0.020449684409055938,0.1934518862489891
VPRBP,0.23738000941058157,0.020464853862630996,0.1934518862489891
ANKRD49,0.26476530047747415,0.020609472195244033,0.19354120011384268
LPGAT1,0.1772101206316199,0.02056653929901131,0.19354120011384268
WHAMMP3,0.27928119496943693,0.020536891908904727,0.19354120011384268
CCDC28B,-0.5426702474271703,0.020519001356563326,0.19354120011384268
LEPRE1,-0.35871001739792874,0.020522712770283277,0.19354120011384268
RC3H1,0.1623544267443222,0.02055761470252223,0.19354120011384268
CENPA,0.20262524488478195,0.020607788349624748,0.19354120011384268
EXOC3L1,-0.1566454195595838,0.02054384083331035,0.19354120011384268
BET1L,-0.21955666639907356,0.02060996048031791,0.19354120011384268
LPAR6,0.18848735503342384,0.020548067015755744,0.19354120011384268
DEAF1,-0.11430775046205532,0.020622682244828407,0.19354120011384268
BCL3,-0.5709394888465984,0.02049993844165785,0.19354120011384268
GUSBP4,-0.48994843254713993,0.020547570734795843,0.19354120011384268
ATP7A,-0.2960209810687324,0.020621293854477116,0.19354120011384268
